label,content
spam,รีบเลย! หม่าล่าร้านดัง Hotpot Man ลด 49.-* ใส่โค้ด 'HOTPOTMAN' ลด 49.-* วันนี้ - 17 มี.ค. 67 เท่านั้น!
spam,วันนี้วันจันทร์ กรอกโค้ด MON20 ลด 20% เมื่อเรียกรถ Robinhood Ride เรียกรถเลย!
spam,เตรียมตัวให้ดี! พรุ่งนี้มาร์ทมีดีลพิเศษ! ลูกค้าใหม่ลด100.-* วันเดียวเท่านั้น โค้ดมีจำนวนจำกัด เตรียมกดใส่ตะกร้าเลย!
spam,ส่วนลดค่าโรงแรมที่พัก 650.-* เพียงใส่โค้ด 'JOURNEY2024' เมื่อจองโรงแรม ผ่านแอปโรบินฮู้ด จองเลย!
spam,"สายมู สายบุญ เตรียมเฮ้! เรียก Robinhood Ride ลดทันที่ 50%* รับส่วนลด 50% ลดสูงสุด 50.-* เมื่อใส่โค้ด SATHU เฉพาะวันที่ 3,9,17,24 มี.ค. 67 เรียกรถ"
spam,ส่งของด่วนประหยัดสุด! ลด 2 ต่อ สูงสุด 90.-* ใส่โค้ด 'EXPDEAL30' ลดสูงสุด 30.-* ส่งตรั้งแรก ใส่โค้ด 'EXPDEAL20' ลดสูงสุด 20.-*x3.
spam,รวมร้านผู้ชนะ Robinhood Awards 2024 แจก! โค้ดลด 50.-* ส่งตรงความอร่อยได้ถึงที่ สั่งเลย!
spam,มีนาแล้ว มีทริปยัง? ลดเลย 240.-* เมื่อจองตั๋วเครื่องบินผ่านโรบินฮู้ด จองเลย!
spam,มีนามีโค้ดพิเศษ! ลดเยอะสุด มีจำนวนจำกัดใส่โค้ด 'ALL60' เพื่อรับส่วนลด! ใช้ได้ 2 ครั้งรีบสั่งเลยที่โรบินฮู้ด มาร์ท
spam,"ส่งของด่วน สุดถูกวันเลขเบิ้ล ลดสูงสุด 33.-* รับส่วนลด 25% สูงสุด 33,-* เมื่อใส่โค้ด EXP33 สำหรับใช้บริการเรียกส่งของด่วนเท่านี้"
spam,"มีนามีใจ ใช้ส่วนลดค่าส่ง 15.-* กัน! กรอกโค้ด ""MARDELI"" ลดค่าส่ง 15.-* เมื่อสั่ง ขั้นต่ำ 100.- เฉพาะ 4 มี.ค. 67 - 8 มี.ค. 67 "
spam,แค่คิดถึง ก็ไปหา จองตั๋วเครื่องบินกลับบ้าน ใส่โค้ด FLYMEHOME' ลดทันที่ 500.-*
spam,ส่วนลดพิเศษ 100.-* เฉพาะคุณ ส่วนลดมาร์ท 100.-* ให้คุณ ใส่โค้ด AWESOME100' กดใส่ตะกร้าแล้วสั่งมาร์ทเลย!
spam,วันจันทร์ ประหยัดได้อีก เรียก Robinhood Ride ไปทำงาน ลดทันที รับส่วนลด 20% ลดสูงสุด 100.-* เมื่อใส่โค้ด MON20 ทุกวันจันทร์ เรียกรถเลย!
spam,ส่วนลดโรงแรมสุดพิเศษ! ใส่โค้ด 'JOURNEY2024' รับส่วนลดโรงแรม ที่พัก 650.-* จองเลย!
spam,"ส่งของด่วน สุดถูกวันเลขเบิ้ล ลดสูงสุด 33.-* รับส่วนลด 25% สูงสุด 33,-* เมื่อใส่โค้ด EXP33 สำหรับใช้บริการเรียกส่งของด่วนเท่านั้น"
spam,ทำบุญแล้วอิ่มใจ แต่เรียก Robinhood Ride นะปลอดภัย รับส่วนลด 50% ลดสูงสุด 50.-* เมื่อใส่โค้ด SATHU เดินทางทุกวันพระ เรียกรถเลย!
spam,พัสดุใหม่ พัสดุของคุณมาถึงแล้ว 164/147 นิติบุคคลอาคารชุด นครปฐมคอนโด
spam,"รับพัสดุ พัสดุเลขที่ A12-483, B12-503 ถูกรับสำเร็จแล้ว! 164/147 นิติบุคคลอาคารชุด นครปฐมคอนโด"
ham,ใบเสร็จรับเงิน (E-Receipt) คนขับส่งอาหารเรียบร้อยแล้ว ดูใบเสร็จรับเงินของหมายเลขคำสั่งซื้อ 240325-GD-1124
ham,ใบเสร็จรับเงิน (E-Receipt) คนขับส่งอาหารเรียบร้อยแล้ว ดูใบเสร็จรับเงินของหมายเลขคำสั่งซื้อ 240118-JF-9906
ham,ใบเสร็จรับเงิน (E-Receipt) คนขับส่งอาหารเรียบร้อยแล้ว ดูใบเสร็จรับเงินของหมายเลขคำสั่งซื้อ 240118-JC-8594
ham,ใบเสร็จรับเงิน (E-Receipt) คนขับส่งอาหารเรียบร้อยแล้ว ดูใบเสร็จรับเงินของหมายเลขคำสั่งซื้อ 240115-IE-0682
ham,ใบเสร็จรับเงิน (E-Receipt) คนขับส่งอาหารเรียบร้อยแล้ว ดูใบเสร็จรับเงินของหมายเลขคำสั่งซื้อ 240112-HA-9663
ham,ใบเสร็จรับเงิน (E-Receipt) คนขับส่งอาหารเรียบร้อยแล้ว ดูใบเสร็จรับเงินของหมายเลขคำสั่งซื้อ 231228-BP-9134
spam,"ยินดีด้วยคุณได้รับคะแนนพิเศษ 1,300 POINT X จากการใช้ SCB EASY เพียงดาวน์โหลด"
ham,ใบเสร็จรับเงิน (E-Receipt) คนขับส่งอาหารเรียบร้อยแล้ว ดูใบเสร็จรับเงินของหมายเลขคำสั่งซื้อ 231116-MG-6718
ham,ใบเสร็จรับเงิน (E-Receipt) คนขับส่งอาหารเรียบร้อยแล้ว ดูใบเสร็จรับเงินของหมายเลขคำสั่งซื้อ 231114-LL-2183
spam,"แจกโค้ดลด 50.-* ขอคืนดี กลับมาสั่งกันเถอะ! ใส่โค้ด ""RBHSORRY50"" ลด 50.-* เมื่อสั่งขั้น ต่ำ 100.- วันที่ 3 พ.ย. 66 - 10 พ.ย. 66 เท่านั้น"
ham,ใบเสร็จรับเงิน (E-Receipt) คนขับส่งอาหารเรียบร้อยแล้ว ดูใบเสร็จรับเงินของหมายเลขคำสั่งซื้อ 231101-GG-2554
ham,ใบเสร็จรับเงิน (E-Receipt) คนขับส่งอาหารเรียบร้อยแล้ว ดูใบเสร็จรับเงินของหมายเลขคำสั่งซื้อ 231030-FK-7224
ham,ใบเสร็จรับเงิน (E-Receipt) คนขับส่งอาหารเรียบร้อยแล้ว ดูใบเสร็จรับเงินของหมายเลขคำสั่งซื้อ 231027-EH-5095
ham,ใบเสร็จรับเงิน (E-Receipt) คนขับส่งอาหารเรียบร้อยแล้ว ดูใบเสร็จรับเงินของหมายเลขคำสั่งซื้อ 231026-DY-2447
ham,"ขอบคุณที่ร่วมสนุกกับกิจกรรม ""ศึกแห่งสั่งสิ"" Final Round กรอกโค้ด 'SSROUND2' รับส่วนลด 10.-* ตั้งแต่วันนี้ - 30 พ.ย. 66"
spam,ชี้เป้าร้านเด็ดของสุดยอดนักสั่งจากศึกแห่งสั่งสิ! เปิดพิกัดร้านปังโปรดีดี สั่งให้สุดแล้วหยุดที่รางวัลใหญ่ สั่งเลย!
